timestamp,tweet_text,username,all_hashtags,followers_count,Extra,Extra
21/11/2019 13:38," Join 6 people right now at ""Uber will let you record audio whenever you take a trip"" #cheers #technology #tech #mobile #android #androidauthority #recording #audio #uber #record #whenever #trip https://t.co/hEVDm864bA https://t.co/9dNlc6BDh6'", RuwanSubasinghe',"['Uber', 'Deliveroo', 'gigeconomy']",1343,,
21/11/2019 13:34," #PoliticsLive Does @trussliz still see us as ""a nation of #Airbnb-ing, #Deliveroo-eating, #Uber-riding freedom fighters""...as opposed to wage-slaves racing to the bottom while the greediest (sorry, most \'aspirational\') have doubled their wealth since they crashed the economy?'", a_ridsdillsmith',"['uber', 'drivers']",24,,
21/11/2019 13:22, I fell for the #uber ride pass for 24.99. I feel like an idiot for buying this #ridepass.  I misunderstood what it was.  My last ride I saved .06 cents. RidePass makes no sense.', anny_arun',"['uber', 'Airport', 'Uberpricing']",397,,
21/11/2019 13:21," Before calling your next cab or #Uber, consider using public transport: Ride-sharing apps cause additional traffic &amp; increasing #AirPollution. Seems like we shouldn't automatically focus on the advantages of innovation. #TrueCostOfUber  https://t.co/2pcpMLgElH https://t.co/U1VsphfzRC""", juanmaelturista',"['Uber', 'privacy']",326,,
21/11/2019 13:21, Take a tip from this lady \xf0\x9f\xa4\x94 A #Uber driver left her in hospital \xf0\x9f\x8f\xa5. And of course she never received any justice. Alway take a black #Taxi .... wave \xf0\x9f\x91\x8b or  use @TaxiappLondon \xf0\x9f\x93\xb1... #ThursdayThoughts #TFL https://t.co/ZJsleFVRR , chilumba',"['Data', 'Uber', 'rideshare', 'Economist']",508,,
21/11/2019 13:20," Get your first #Uber ride #FREE (up to $20) with invite code 'aaront3765ue'. Enjoy! \xf0\x9f\x98\x80  Download the App \xe2\x96\xba https://t.co/x2Sl4E0EGP""", NogooDLIBKOLABO',['uber'],2759,,
21/11/2019 13:16," Rotherham's #taxi and #Privatehire regulations to become more stringent .. No such chance in #London while the regulator gets regulated by #Uber \xf0\x9f\x98\xa1https://t.co/zv516gXqcg""", SouthrnComfort6',"['LetsTalkMoney', 'Uber']",1633,,
21/11/2019 13:16," Have you seen our latest article?  Following @Facebook's new #branding amidst ongoing controvery, we looked at how a #NewLogo fits into an attempt to salvage your company reputation. https://t.co/8E9y63lmHa #LogoDesign #GraphicDesign #Facebook #Uber https://t.co/NhFVqSrvOA""", LorrieSays',['uber'],137,,
21/11/2019 13:14, Uber Introduces New Safety Feature https://t.co/IYA0fAsanz  #Radarrafrica #uber #southafrica #businessnews #latestebusinessnews #businesstoday #logistics #transportation #companiesnews #news #africa #business https://t.co/pGqQsNCd4X', IMS00raj',"['Uber', 'LazyCustomerService']",47,,
21/11/2019 13:09," During the rush hours in Bengaluru, requests by commuters over 40% were not completed as calculated by Uber Data Scientist Team #DataScientist #uber #bengalure #analyticsjobs #analytics_jobs  https://t.co/AykWQRjJPr'", techcentrik',['Uber'],76,,
21/11/2019 13:05, Study says your #Uber or #Lyft has more bacteria than your toilet \xf0\x9f\x9a\xbd Lyft are #London bound all passengers will  require a toilet brush \xf0\x9f\x9a\xbe #BlackFriday #ThursdayMorning #MorrisonsBoycott https://t.co/ysoLeDP1n8 via @MailOnline', Lee1969Ward',['Uber'],760,,
21/11/2019 13:05, #Uber #selfdrivincar that killed pedestrian had software flaws. https://t.co/Dh0W01cp06 #autonomousCar', JohnVRider',['Uber'],1193,,
21/11/2019 13:04," \xf0\x9f\x97\xa3\xef\xb8\x8f Will the 'Gig Economy' have an effect on you?  Flexible working contracts like @Uber and @Deliveroo offer could be implemented at your workplace sooner than you think\xf0\x9f\x93\xb2!  Read more by clicking the link below \xe2\xac\x87\xef\xb8\x8f:  #HRtech #Uber #gigeconomy  https://t.co/1e21sLboGV""", CBinsights',"['Uber', 'startup']",86200,,
21/11/2019 13:00," Marketplace Operations Business Strategy Lead, Uber Eats: #Uber, USA (California). https://t.co/dsuwFGzalK #MBA #jobs #USA'", _UberRealEstate',"['uber', 'uberrealestate', 'realestate']",4178,,
21/11/2019 13:00," @transenv @Uber Well let\xe2\x80\x99s say #Uber threatened to reduce car ownership in #London but put an extra 40,000 + on the roads but also destroyed the #PH https://t.co/zjunu1Fc2s booked from a office (Base) no cruising around causing #pollution waiting for a ping on the phone\xf0\x9f\x93\xb1 @TfL also responsible ! https://t.co/y2UHAUAnUG'", forbes_india',['Uber'],1188473,,
21/11/2019 12:56, @Uber_Support worst experience # driver name satender kumar # car no. DL1RT5379 Abusing on call while driving and dangerous driving #uber is not safe boy cott uber cabs', panaceatek',"['Uber', 'Appsolution', 'features', 'usa', 'sales', 'b2b']",288,,
21/11/2019 12:55," An interesting feature for #Security by #Uber to Record Audio During Rides. However, how it will survive legal encounter with individual #Privacy &amp; consent to be recorded, remains to be seen. https://t.co/Ab8yqM81Yv'", MAMStweets',['Uber'],23,,
21/11/2019 12:55," Uber SWOT analysis shows the strengths, weaknesses, opportunities, and threats of the largest global taxi app development company in the world. Get Uber SWOT analysis here -https://t.co/pkhQOkt0zE #uber #taxibusiness #taxibookingapp #cabsoftware https://t.co/VJtHZm4Tvf'", ShadiYazdan',"['Uber', 'security']",466,,
21/11/2019 12:47," Uber SWOT analysis shows the strengths, weaknesses, opportunities, and threats of the largest global taxi app development company in the world. Get Uber SWOT analysis here - https://t.co/zyjw3HQtbm #uber #taxibusiness #taxibookingapp #cabsoftware https://t.co/80b7uD7bK7'", SusanneBrunner',['Uber'],4982,,
21/11/2019 12:47, Hungry? Get \xc2\xa37.50 off your first Uber Eats order. Terms apply. Use my code at checkout: eats-archirvue   https://t.co/ypzkkNvtoA                                               #UberEats #Uber #freefood https://t.co/EPx2b7J1h3', andrea_ennio',['Uber'],41,,
21/11/2019 12:46," @fiverr Welcome to the digital #sweatshop.  This is the #uber of the digital world, making #Americans poorer.  You can\xe2\x80\x99t even get a #Starbucks for five dollars.'", klinthicum',"['light', 'buses', 'Uber', 'Lyft']",99,,
21/11/2019 12:46, @boltapp you absolute morons you think adding 3p to per mile and taking 3p off from per minute makes a difference? Were not stupid ! You retarded people ! #bolt #uber and #kapten should be banded by @TfL your all modern day #slave traders ! @Uber @UberUKsupport @Kapten @BBCNews https://t.co/RspbOvLYax', darrenculbreath',"['Uber', 'SlashGear']",1689,,
21/11/2019 12:41," 6. ""#Uber and #Lyft aren\xe2\x80\x99t just devouring the market once controlled by medallioned cabs, they\xe2\x80\x99re drawing in customers who never would have taken a car to their destination in the first place.""'", RhonaAMaysing',['uber'],186,,
21/11/2019 12:35, Uber will record what you say when you\xe2\x80\x99re in taxis https://t.co/BIxAW0IeYz Travellers will have to opt into recordings \xe2\x80\x93 and will not be able to listen to them #travelsafety #uber', techjunkiejh',"['Uber', 'Lyft', 'Peloton', 'TechJunkieNews']",28301,,
21/11/2019 12:27, Booking 2 rides a day? Handling multiple cancellations from the drivers(8 times in a row once)? Buying expensive passes &amp; losing validity due to account being suspended?  #Uber #hassle #UberEatsIndia #uberola #ConsumerDialogueForum', tech_cheers',"['cheers', 'technology', 'tech', 'mobile', 'android', 'androidauthority', 'recording', 'audio', 'uber', 'record', 'whenever', 'trip']",2707,,
21/11/2019 12:26, Hey @EvCoRadio did you know that you can book an #uber ahead of time? #DidYouKnowthat @Babchik @FalPromo', Father_OBlivion',"['PoliticsLive', 'Airbnb', 'Deliveroo', 'Uber']",26,,
21/11/2019 12:25," Overall, big data to help cities get smarter about #uber and\xc2\xa0Lyft'", afreund68',"['uber', 'ridepass']",45,,
21/11/2019 12:24, @BorisJohnson Unless you\xe2\x80\x99re #uber who pay NO tax!! The company you and your corrupt party facilitated', EWGnetwork',"['Uber', 'AirPollution', 'TrueCostOfUber']",2019,,
21/11/2019 12:24," In its latest attempt to address growing safety concerns, @Uber plans to let users record trip audio. https://t.co/LVnEyl21zQ  #Uber #audio #record #safety'", DDDaughters',"['Uber', 'Taxi', 'ThursdayThoughts', 'TFL']",2945,,
21/11/2019 12:21, Cold Rock delivered home #uber #ubereats https://t.co/KTeXwBOugI #aspley #latenighticecream #latenight #chocolate #love #today #food #icecream #summer #eating #party #cookies and #cream #romance #starwars #dessert #music #video #foodie', aarontupaz',"['Uber', 'FREE']",4070,,
21/11/2019 12:19, @nytimes #Uber- the american way of life (#China) !', DDDaughters',"['taxi', 'Privatehire', 'London', 'Uber']",2945,,
21/11/2019 12:15, Meet the Super humans &amp; Superstars of WBFI Madhavi Latha Prathigudupu Partha Sarathy Lee Simon Thayumana Subramaniam S   Episode 1 Out Now : Hoops On Wheels ; #NbaHoopNation #Uber #MoveForward https://t.co/NbR4VaL0M3', dwhdesign',"['branding', 'NewLogo', 'LogoDesign', 'GraphicDesign', 'Facebook', 'Uber']",226,,
21/11/2019 12:11," #uber #\xd8\xa7\xd9\x88\xd8\xa8\xd8\xb1@Uber_Support @Uber  Today, I\xe2\x80\x99ve used Uber twice. Now ,I\xe2\x80\x99ve just recognized that the payments were classified international. The price in the receipt is not the price withdrawn from the account.  I was using ApplePayy Samba mada card in Jeddah city !'", RadarrAfrica',"['Radarrafrica', 'uber', 'southafrica', 'businessnews', 'latestebusinessnews', 'businesstoday', 'logistics', 'transportation', 'companiesnews', 'news', 'africa', 'business']",28,,
21/11/2019 12:11, @NathanLerner @TheDemCoalition This is the expression @DevinNunes had after he drives to the @WhiteHouse to get Dirt on #Democrats from #Trump &amp; gets caught taking an #Uber ride back to his car \xf0\x9f\x98\x82\xf0\x9f\xa4\xa3', SeoAbhimanyu',"['DataScientist', 'uber', 'bengalure', 'analyticsjobs', 'analytics_jobs']",250,,
21/11/2019 12:08, Can\xe2\x80\x99t believe what drivers are going through mental torture from riders #uber #uberdrivers #tfl #mailonline #DAILYPOP #Carpool https://t.co/7DBsoAPHlZ', DDDaughters',"['Uber', 'Lyft', 'London', 'BlackFriday', 'ThursdayMorning', 'MorrisonsBoycott']",2945,,
21/11/2019 12:06," #Uber custome care number___07029868504___09304618072 *+*/*,,,All problem money refunded 24 house custome service food delivered https://t.co/6HScUX9aQX'", PaulsonCouriers',"['Uber', 'selfdrivincar', 'autonomousCar']",1410,,
21/11/2019 12:05, Uber is testing its new feature of letting users record an audio through its app during an ongoing ride in the cities of Brazil and Mexico! This feature can help customers with many safety parameters at times of need!   @Uber @Uber_Support   #Uber #Security https://t.co/3qGTQFDguh', oneHR_',"['HRtech', 'Uber', 'gigeconomy']",3789,,
21/11/2019 12:00, #Uber will start audio-recording trips to protect its passengers   @thenextweb https://t.co/d7lPD822RD', MBA_Jobs_USA_9',"['Uber', 'MBA', 'jobs', 'USA']",418,,
21/11/2019 11:57," I get in #uber the driver says what do you want me to play? I say, \xe2\x80\x9canything except rock, cause it\xe2\x80\x99s too early\xe2\x80\x9d and this little piece of shit starts playing ... yep #rock mutha freaking music at 4:30 am.. #MyHeadHurts \xf0\x9f\xa4\xa6\xf0\x9f\x8f\xbd\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f'", PaulDDDaughters',"['Uber', 'London', 'PH', 'pollution']",2221,,
21/11/2019 11:55," What do #Amazon, #Uber, #Airbnb, #Spotify and #Netflix have in common? They are all considered ""#ExponentialOrganizations"".  To know more about the topic and learn how to become one, it\'s a free event so see you tonight\xf0\x9f\x98\x89  https://t.co/0oCSnB52O9'", 965492Abhishek',['uber'],1,,
21/11/2019 11:55, Uber must soon face up to task of picking up some serious money - #Cab4Now #News #London #Minicab #Uber #AddisonLee #Taxi  List your business FREE at https://t.co/sfT6ftNR4D https://t.co/CeLHoVuZfI', mshabirawan',"['Security', 'Uber', 'Privacy']",722,,
21/11/2019 11:50," Watch out uber is about, insurance what is that probably said the driver, if not on a surge cheap though sometimes. \xf0\x9f\x92\xa9\xf0\x9f\x99\x88#uber #whatpricesafety https://t.co/o2N5548lk1'", infiniteca ,"['uber', 'taxibusiness', 'taxibookingapp', 'cabsoftware']",51,,
21/11/2019 11:47, @LBCNews @LBC @TheSun @MailOnline @Iromg @IainDale @JuliaHB1 @talkRADIO @BBCBreaking @itvlondon @SkyNewsBreak @SkyNews why no reporting on #Uber losing their Vat court case ??? Have to pay a reported \xc2\xa31Billion back dated and vat on all future rides!! @theousherwood', infiniteca ,"['uber', 'taxibusiness', 'taxibookingapp', 'cabsoftware']",51,,
21/11/2019 11:45, Get R75 off your Bolt (Taxify) ride using the following promo code - NPC6T  #trendingtpics #Uber #ThursdayThoughts #OldMutualBody Apology #ThursdayMotivation #TelkomBlackFriday', VennArchie',"['UberEats', 'Uber', 'freefood']",161,,
21/11/2019 11:43," It is not only about social conditions, it is also about climate&amp;health. #Uber https://t.co/WxcadsF0Sw'", factandrumor',"['sweatshop', 'uber', 'Americans', 'Starbucks']",161,,
21/11/2019 11:37, Collecting more data . . . . #uber #video #datacollection #privacy #ridesharing #transport #ideas #idea #digitalasian https://t.co/kWvYHd3DnC', ChazBossi',"['bolt', 'uber', 'kapten', 'slave']",3,,
21/11/2019 11:35, @Uber_AHM 3 cancellation in a day. That\xe2\x80\x99s too much of rejection I have faced in my life. #Uber #Ahmedabad your drivers suck.', loyndsview',"['Uber', 'Lyft']",1468,,
21/11/2019 11:27," Bankers have been enlisted around the world to sell a combined $45 billion of stock in the year\xe2\x80\x99s three biggest equity deals. #Alibaba\xe2\x80\x99s advisers come out ahead of those working for #Uber and Saudi #Aramco, when measured by return on effort.  https://t.co/qGMcete7f ", broadstonerisks',"['travelsafety', 'uber']",2976,,
21/11/2019 11:18, This report claims that #Uber adds to pollution in European cities like London and Paris - h/t \xe2\x81\xa6@FlorenceAutret\xe2\x81\xa9  https://t.co/xDfghAurxR', BholuDarinda',"['Uber', 'hassle', 'UberEatsIndia', 'uberola', 'ConsumerDialogueForum']",36,,
21/11/2019 11:17, The Uber Bubble: Why Is a Company That Lost $20 Billion Claimed to Be Successful? https://t.co/sgbr7Klnqc via @Promarket_org #US #antitrust #economics #Uber', God_Music_Me',"['uber', 'DidYouKnowthat']",182,,
21/11/2019 11:16, Christian Louboutin Sneaker From https://t.co/e3SEmPtZ4l Massage/WhatApp:+8613799689067 Snap:yeezyhotcom susan Wechat/kik:yeezyhotcom Gmail:yeezyhotcom@gmail.com #ChristianLouboutin #Louboutin #sneakeraddict #KicksOnFire #VintageEtsy #luxurylifestyle #hypebeast #Trending #Uber https://t.co/khj8yY6gsC', we_are_big_data',['uber'],128,,
21/11/2019 11:14, Uber will start audio-recording rides as a safety measure. #Uber   https://t.co/LrN5bEjPf6', SimonGarrett10',['uber'],262,,
21/11/2019 11:13, Ride sharing firms are moving into a period of hyper-competition. What will this mean for consumers and drivers?   @QUT @QUT_AMPR #rideshare #Uber #UberEats #Didi #OlaCabs https://t.co/HSzWOHAoUA', smlot_geek',"['Uber', 'audio', 'record', 'safety']",1705,,
21/11/2019 11:00, Michael Jacobides finally addresses the big elephant in the room: all this talk about collaboration driving futures means nothing if companies like #Uber continue to be (over)valued on premise of future monopoly status. We must get regulation &amp; better #management right. #GPDF19', coldrockaspley',"['uber', 'ubereats', 'aspley', 'latenighticecream', 'latenight', 'chocolate', 'love', 'today', 'food', 'icecream', 'summer', 'eating', 'party', 'cookies', 'cream', 'romance', 'starwars', 'dessert', 'music', 'video', 'foodie']",3069,,
21/11/2019 10:56," Uber to let users record audio of rides in Brazil, Mexico #Law #Latest #LatestLaws #LatestNews #LegalNews #News #Legal #Uber #Brazil #Mexico #audio  https://t.co/ot1akrtGAp'", HStepputtis',"['Uber', 'China']",13,,
21/11/2019 10:55, Top Uber Alternatives for you... #uber #Taxi #travel #transport Via : https://t.co/kIF6X2r5v4 https://t.co/h0vVBEStxC', asad21',"['NbaHoopNation', 'Uber', 'MoveForward']",222,,
21/11/2019 10:51," Key Features To Launch Cab Booking Mobile #App Like \xf0\x9f\x9a\x96 #Uber, #Lyft https://t.co/tGGhG3fNmE #CabBooking #MobileApp #TaxiBookingApp'", moon8a7',"['uber', 'اوبر']",114,,
21/11/2019 10:39," \xf0\x9f\x87\xab\xf0\x9f\x87\xb7's new Mobility Bill:  \xe2\x9a\xa0\xef\xb8\x8fRefuses to declare transport platform workers as workers #Uber \xe2\x9a\xa0\xef\xb8\x8fAccepts bogus self-employment w/ low income &amp; no social protection \xe2\x9a\xa0\xef\xb8\x8fCould pave the way for other countries in favor of platforms not paying social security   https://t.co/Qw3mM3Gn1e""", Njeanous',"['Democrats', 'Trump', 'Uber']",3722,,
21/11/2019 10:34," #Uber embraces in-car videotaping for ongoing rides to capture more data, raises privacy concerns: https://t.co/kcfkIdqBSi via @nytimes https://t.co/ZzQkFPMZbo'", ZabihJAN13',"['uber', 'uberdrivers', 'tfl', 'mailonline', 'DAILYPOP', 'Carpool']",3,,
21/11/2019 10:32, #Tesla and #Uber draw scrutiny at Senate hearing on #SelfDrivingCars https://t.co/peauDs1bkA #AutonomousVehicles', Tarakum01682875',['Uber'],1,,
21/11/2019 10:30," So we were promised flying cars by 2020, but all we have is #uber &amp; #ola drivers who cancel all my bookings after asking for the location for over 300 times...'", itsvediekadutt',"['Uber', 'Security']",68,,
